Servent_ID,Servant_Name,Rarity,Servent_Summon,Servent_Class,Servent_JPName,Servent_AKA,Servent_Cost,ATKLevel1,ATKMaxLevel,HPLevel1,HPMaxLevel,ATKLevel100,HPLevel100,ATKLevel120,HPLevel120,VoiceActor,Illustrator,Servent_Attribute,StarAbsorption,StarGeneration,NPChargeATK,NPChargeDEF,DeathRate,Servent_Alignments,ServentGender,ServentTraits,QuickHits,ArtsHits,BusterHits,ExtraHits,NPDamageType,NPRank,NPClassification,NPHit-Count
298,Watanabe no Tsuna,4-Star,Non-Limited,Saber,渡辺綱,-,12,1687,10123,1799,11248,12257,13638,14391,16029,Akabane Kenji,Hidari,Man,100,10.20%,0.60%,3%,28%,Neutral Good,Male,"Genji, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,2,5,Buster,A,Anti-Demon,3
299,Ibuki Dōji,5-Star,Limited,Saber,伊吹童子,"Shuten Dōji, Ibuki Douji",16,1964,12709,1979,13498,13912,14788,16330,17379,Yūki Aoi,Honjou Raita,Sky,98,9.90%,0.78%,3%,17.50%,Chaotic Good,Female,"Animal Characteristics Servant, Costume-Owning, Demonic, Demonic Beast Servant, Divine Spirit, Divinity, Dragon, Giant, Goddess Servant, Immune to Pigify, Levitating Servant, Non-Hominidae Servant, Oni, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Buster,A+,Anti-Army / Anti-Fortress,4
300,Vritra,5-Star,Non-Limited,Lancer,ヴリトラ,-,16,1905,12332,1999,13632,13499,14934,15845,17552,Asahina Madoka,La-na,Sky,88,12.20%,0.55%,4%,24%,Neutral Evil,Female,"Animal Characteristics Servant, Demonic, Demonic Beast Servant, Divine Spirit, Dragon, Humanoid, Immune to Pigify, Levitating Servant, Non-Hominidae Servant, Obstacle Maker, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,2,5,Arts,EX,Anti-World,3
301,Karna (Santa),4-Star,Event-Obtain,Saber,カルナ〔サンタ〕,-,12,1530,9180,2060,12877,11115,15613,13050,18350,Yusa Kōji,pako,Sky,99,10.20%,0.78%,3%,31.50%,Lawful Good,Male,"Divinity, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Quick,A,Anti-Unit,8
302,Senji Muramasa,5-Star,Limited,Saber,千子村正,"Sengo Muramasa, Emiya Shirō (衛宮士郎, Emiya Shirō?)",16,1757,11373,2153,14680,12449,16083,14613,18901,Sugiyama Noriaki,Takeuchi Takashi,Man,100,9.80%,0.59%,3%,35%,Chaotic Balanced,Male,"Hominidae Servant, Humanoid, Living Human, Pseudo-Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",2,3,3,5,Arts,A+,Anti-Unit,3
303,Taira no Kagekiyo,5-Star,Limited,Avenger,平景清,"Kurō Hōgan Yoshitsune (九郎判官義経?), Minamoto no Yoshitsune (源義経?)",16,1963,12705,1777,12117,13908,13275,16325,15601,Hayami Saori,Sakamoto Mineji,Earth,30,6.10%,0.81%,5%,7%,Chaotic Evil,Unknown,"Feminine Looking, Genji, Hominidae Servant, Humanoid, Loved One, Servant, Weak to Enuma Elish",4,2,2,5,Quick,B+,Anti-Unit Secret Technique,10
304,Kiichi Hōgen,4-Star,Event-Obtain,Assassin,鬼一法眼,"Kiichi Hougen, Oniichi Hōgen, Sōjōbō, Soujoubou",12,1572,9434,1786,11168,11423,13541,13412,15915,Kakuma Ai,Ohmori Aoi,Earth,100,25.60%,0.56%,4%,27.50%,Chaotic Balanced,Unknown,"Demonic, Feminine Looking, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,3,4,Quick,A,Anti-Fortress,7
305,Amor (Caren),5-Star,Limited,Ruler,アムール〔カレン〕; アムール; カレン・C・オルテンシア; ゴッドカレン; デビルカレン,"Caren C. Hortensia, Amor, God Caren, Devil Caren",16,1754,11351,2029,13837,12425,15159,14585,17816,Koshimizu Ami,Morii Shizuki,Sky,101,9.90%,0.57%,3%,28.80%,Lawful Good,Female,"Costume-Owning, Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Living Human, Pseudo-Servant, Roman, Servant, Weak to Enuma Elish",4,3,3,5,Quick,EX,Anti-Unit,5
306,Galatea,5-Star,Non-Limited,Berserker,ガラテア,-,16,1764,11414,2059,14040,12494,15381,14666,18077,Suegara Rie,Shimada Fumikane,Earth,9,4.80%,0.60%,5%,43.80%,Chaotic Balanced,Female,"Humanoid, Mechanical, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",5,3,3,5,Arts,B,Anti-Object,9
307,Miss Crane,5-Star,Limited,Caster,ミス・クレーン,Tsurume-no-Kimi (鶴女の君?),16,1506,9749,2195,14971,10672,16401,12526,19276,Mizuhashi Kaori,Shaka P (LASENGLE),Earth,49,10.80%,0.39%,3%,46.50%,Neutral Good,Female,"Animal Characteristics Servant, Fairy Tale Servant, Humanoid, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,2,5,Arts,EX,Anti-Unit,－
308,Mysterious Idol X (Alter),4-Star,Event-Obtain,Foreigner,謎のアイドルＸ〔オルタ〕,"MIXA, Ex",12,1507,9045,1980,12375,10952,15004,12859,17634,Kawasumi Ayako,BUNBUN,Star,153,15%,0.90%,3%,6.70%,Neutral Good,Female,"Arthur, Artoria Face, Dragon, Enuma Elish Nullification, Existence Outside the Domain, Hominidae Servant, Humanoid, King, Round Table Knight, Servant",4,3,4,5,Quick,B,Anti-Unit,4
309,Morgan,5-Star,Limited,Berserker,モルガン,"Morgana le Fae (モルガン・ル・フェ?), Morgan le Fay, Vivian",16,1884,12193,1824,12440,13347,13628,15667,16017,Ishikawa Yui,Takeuchi Takashi,Earth,10,5%,0.53%,5%,37.30%,Lawful Evil,Female,"Artoria Face, Costume-Owning, Fae, Humanoid, King, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Buster,EX,Anti-Fortress,6
310,Barghest,4-Star,Story-locked,Saber,妖精騎士ガウェイン; バーゲスト,"Tam Lin Gawain (NA), Faerie Knight Gawain, Bage-ko (バゲ子?), Demon Hound Barghest",12,1453,8721,2163,13521,10559,16394,12398,19268,Inoue Marina,MELON22,Earth,99,10.20%,0.74%,3%,28%,Chaotic Good,Female,"Animal Characteristics Servant, Demonic Beast Servant, Fae, Humanoid, Loved One, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",5,3,2,5,Buster,A,Anti-Army,5
311,Baobhan Sith,4-Star,Story-locked,Archer,妖精騎士トリスタン; バーヴァン・シー,"Tam Lin Tristan (NA), Faerie Knight Tristan, Lady Spinel, Baa'van see, Tori-ko (トリ子）",12,1575,9455,1940,12127,11448,14704,13442,17281,Waki Azumi,Mochizuki Kei,Earth,147,8.10%,0.58%,3%,31.50%,Chaotic Evil,Female,"Demonic, Fae, Humanoid, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Quick,E,Anti-Army,6
312,Mélusine,5-Star,Limited,Lancer,妖精騎士ランスロット; メリュジーヌ,"Tam Lin Lancelot (NA), Faerie Knight Lancelot, Albion (アルビオン?), Albion's Remnant, Melu-ko (メリュ子?)",16,1878,12154,2070,14114,13304,15462,15617,18172,Kouno Marika,CHOCO,Earth,90,12%,0.65%,4%,23%,Neutral Evil,Female,"Animal Characteristics Servant, Costume-Owning, Demonic Beast Servant, Dragon, Enuma Elish Nullification, Fae, Fairy Tale Servant, Humanoid, Immune to Pigify, Loved One, Non-Hominidae Servant, Servant, Seven Knights Servant",4,3,3,5,Arts,A,Anti-Unit,5
313,Percival,4-Star,Non-Limited,Lancer,パーシヴァル,"Holy Knight of the Dove (白鳩の聖なる騎士?)Percival of the White Light, Percival the Mighty",12,1528,9168,1938,12112,11100,14686,13033,17260,Matsukaze Masaya,Shiramine,Earth,89,12%,0.64%,4%,36%,Lawful Good,Male,"Hominidae Servant, Humanoid, Loved One, Riding, Round Table Knight, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,3,5,Arts,C+~A+,Anti-Fortress,4
314,Koyanskaya of Light,5-Star,Limited,Assassin,光のコヤンスカヤ,"Tamamo Vitch Koyanskaya (タマモヴィッチ・コヤンスカヤ?), Beast of Cherishment, Beast IV: L, Yaskaya (ヤースカヤ?)",16,1795,11616,1918,13081,12715,14331,14925,16842,Saito Chiwa,Wada Arco,Beast,102,25.50%,0.76%,4%,33%,Lawful Evil,Female,"Animal Characteristics Servant, Costume-Owning, Demonic, Demonic Beast Servant, Divinity, Humanoid, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,4,3,5,Buster,C,Anti-World,8
315,Habetrot,4-Star,Friend,Rider,ハベトロット,"Habenyan, Habbycat, Habemeow, Totorot (トトロット, Totorotto?); The First Tam Lin (最初の妖精騎士?)",12,1440,8642,1881,11760,10464,14259,12286,16758,Itō Ayasa,Hirai Yukio,Earth,205,9%,0.57%,3%,40%,Neutral Good,Female,"Fae, Fairy Tale Servant, Humanoid, Levitating Servant, Loved One, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,2,4,Arts,EX,Anti-Army,3
316,Oberon,5-Star,Limited,Pretender,オベロン,Faerie King (妖精王?);Oberon Vortigern (オベロン・ヴォーティガーン?);Insect of the Abyss (奈落の虫?); Abyssal Worm,16,1825,11810,1945,13266,12928,14992,15174,17081,Toyonaga Toshiyuki,Umino Chika,Earth,104,20.50%,0.59%,3%,18%,Chaotic Evil,Male,"Costume-Owning, Dragon, Enuma Elish Nullification, Fae, Humanoid, King, Non-Hominidae Servant, Riding, Servant, Threat to Humanity",4,4,3,6,Buster,E,Anti-Unit,4
317,Okita Sōji (Saber Alter),5-Star,Limited,Saber,沖田総司〔オルタ〕; 魔人神・沖田総司,"Rengoku (煉獄?), Majin - Okita Sōji, Okita Souji Alter (Saber), Majin Saber",16,1926,12465,1999,13635,13645,14938,16016,17556,"Yūki Aoi, Nakamura Yuuichi",Takeuchi Takashi,Man,98,10%,0.67%,3%,24.50%,Neutral Balanced,Unknown,"Artoria Face, Feminine Looking, Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Shinsengumi Servant, Summer Mode Servant, Weak to Enuma Elish",5,4,3,5,Quick,A+,Anti-World,8
318,Anastasia & Viy,4-Star,Limited,Archer,アナスタシア＆ヴィイ,Anastasia (Archer),12,1590,9542,1806,11288,11553,13686,13565,16085,Hara Yumi,sime,Man,148,8%,0.57%,3%,36%,Chaotic Summer,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,2,5,Arts,B,Anti-Unit,3
319,Charlotte Corday (Caster),4-Star,Limited,Caster,シャルロット・コルデー,-,12,1402,8417,1901,11882,10191,14407,11966,16932,Horie Yui,Aotsuki Takao,Man,51,10.70%,0.53%,3%,45%,Chaotic Summer,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,3,4,Arts,C++,Anti-Unit,5
320,Leonardo Da Vinci (Ruler),4-Star,Event-Obtain,Ruler,レオナルド・ダ・ヴィンチ,-,12,1526,9157,1881,11756,11087,14254,13018,16752,Sakamoto Maaya,Simosi,Man,102,10%,0.67%,3%,21%,Lawful Summer,Female,"Child Servant, Enuma Elish Nullification, Hominidae Servant, Humanoid, Riding, Servant, Summer Mode Servant",3,3,3,3,Buster,A,Anti-Unit,3
321,Kama (Avenger),5-Star,Limited,Avenger,カーマ,Mara (マーラ?),16,2042,13213,1729,11790,14464,12916,16977,15180,Shitaya Noriko,ReDrop,Sky,29,6.10%,0.52%,5%,5%,Neutral Evil,Female,"Demonic, Divinity, Hominidae Servant, Humanoid, Immune to Pigify, Pseudo-Servant, Riding, Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,3,5,Arts,B,Anti-Unit,４
322,Caenis (Rider),4-Star,Limited,Rider,カイニス,-,12,1440,9506,1881,10854,10464,14259,14068,16433,Komatsu Mikako,Azusa,Earth,204,9.10%,0.66%,3%,45%,Neutral Summer,Unknown,"Argo-Related, Caenis (Trait), Divine Spirit, Divinity, Feminine Looking, Humanoid, Immune to Pigify, King, Loved One, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,3,4,Buster,B+,Anti-Unit,3
323,Sei Shōnagon (Berserker),4-Star,Limited,Berserker,清少納言,Nagiko-san (なぎこさん?),12,1657,9942,1587,9922,12038,12030,14134,14139,Fairouz Ai,Mika Pikazo,Man,10,5%,1%,5%,65%,Chaotic Summer,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,3,4,Quick,D++,Anti-Unit,7
324,Jacques de Molay,5-Star,Limited,Foreigner,ジャック・ド・モレー,Shub-Niggurath,16,1679,10868,2367,16143,11897,17685,13964,20785,Aoki Shiki,Kuroboshi Kouhaku,Earth,148,14.70%,0.78%,3%,5%,Neutral Evil,Female,"Divinity, Existence Outside the Domain, Hominidae Servant, Humanoid, Servant, Threat to Humanity, Weak to Enuma Elish",5,3,4,5,Quick,A,Anti-Unit,5
325,Zenobia,4-Star,Non-Limited,Archer,ゼノビア,-,12,1639,9831,1871,11695,11903,14180,13976,16665,Shouji Umeka,Nishide Kengoro,Man,148,8.10%,0.47%,3%,40.50%,Lawful Good,Female,"Hominidae Servant, Humanoid, King, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,4,4,5,Arts,A+,Self-Control,4
326,Elizabeth Báthory (Cinderella),4-Star,Event-Obtain,Rider,エリザベート・バートリー〔シンデレラ〕,-,12,1527,9166,1769,11058,11098,13408,13031,15758,Ookubo Rumi,Wada Arco,Man,205,9.10%,0.87%,3%,35%,Chaotic Balanced,Female,"Dragon, Fairy Tale Servant, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,2,3,4,Buster,D++,Anti-Unit,4
327,Izumo no Okuni,5-Star,Limited,Caster,出雲阿国,"Zan Zaburō (斬ザブロー?), Izumo-no-Okuni",16,1757,11374,1901,12965,12451,14204,14614,16693,"Uesaka Sumire, MAFIA Kajita",NOCO,Man,51,10.90%,0.80%,3%,42%,Chaotic Good,Female,"Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Quick,C,Barrier,10
328,Mysterious Ranmaru X,4-Star,Event-Obtain,Avenger,謎の蘭丸Ｘ,"Mori Ranmaru (森蘭丸?), Mori Naritoshi (森成利?)",12,1645,9872,1638,10241,11953,12417,14034,14594,Machico,Mika Pikazo,Star,29,6%,0.45%,5%,8%,Lawful Good,Unknown,"Enuma Elish Nullification, Existence Outside the Domain, Feminine Looking, Humanoid, Levitating Servant, Servant",4,2,2,5,Arts,C,Anti-Army,4
329,Sakamoto Ryōma (Lancer),5-Star,Limited,Lancer,坂本龍馬,"Oryō (お竜?), Sakamoto Ryouma",16,1661,10753,2221,15147,11771,16594,13817,19503,"Kase Yasuyuki, Horie Yui",pako,Man,91,12%,0.47%,4%,32%,Neutral Balanced,Male,"Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",5,4,4,5,Arts,EX,Anti-Army,3
330,Martha (Santa),4-Star,Event-Obtain,Caster,マルタ〔サンタ〕,-,12,1366,8197,2016,12605,9925,15284,11653,17963,Hayami Saori,Sakamoto Mineji,Man,51,10.80%,0.66%,3%,36%,Lawful Good,Female,"Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,4,Quick,C+,Cooking,－
331,Tai Gong Wang,5-Star,Non-Limited,Rider,太公望,"Grand Duke Wang, Taikōbō, Jiang Ziya (姜子牙?)",16,1800,11651,1986,13543,12754,14837,14970,17437,Maeno Tomoaki,Oyo,Earth,205,9.10%,0.60%,3%,25%,Neutral Good,Male,"Hominidae Servant, Humanoid, Immune to Pigify, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,5,Quick,EX,Anti-Divine,6
332,Dobrynya Nikitich,4-Star,Non-Limited,Rider,ドブルイニャ・ニキチッチ,Добрыня Никитич,12,1632,9795,1710,10692,11860,12964,13925,15236,Mineda Mayu,Robina,Earth,205,9.00%,0.86%,3%,40%,Neutral Good,Female,"Animal Characteristics Servant, Demonic Beast Servant, Dragon, Humanoid, Loved One, Non-Hominidae Servant, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish, Wild Beast",3,2,3,5,Buster,A,Anti-Unit / Anti-Army,4
334,Koyanskaya of Darkness,5-Star,Limited,Foreigner,闇のコヤンスカヤ,"Tamamo Vitch Koyanskaya (タマモヴィッチ・コヤンスカヤ?), Beast of Cherishment, Beast IV: L, Yaskaya (ヤースカヤ?)",16,1734,11220,2156,14700,12282,16104,14416,18927,Saito Chiwa,Wada Arco,Beast,153,14.80%,0.67%,3%,6%,Chaotic Evil,Female,"Animal Characteristics Servant, Demonic, Demonic Beast Servant, Divinity, Existence Outside the Domain, Humanoid, Non-Hominidae Servant, Servant, Weak to Enuma Elish, Wild Beast",4,3,3,5,Buster,C,Anti-World,5
335,Hephaestion,4-Star,Non-Limited,Pretender,ヘファイスティオン,"Iskandar's Shadow (イスカンダルの影武者?), Faker (フェイカー?), Hephaestion's sister, Hephaestion Mnēmosynē (ヘファイスティオン・ムネーモシュネー?)",12,1646,9879,1786,11168,11961,13541,14044,15915,Taichi Yō,Sakamoto Mineji,Earth,98,19.80%,0.59%,3%,17.20%,Neutral Balanced,Female,"Hominidae Servant, Humanoid, Loved One, Servant, Weak to Enuma Elish",3,3,3,5,Arts,C+~A+,Anti-Army,4
336,Manannán mac Lir (Bazett),5-Star,Limited,Alter Ego,マナナン・マク・リール〔バゼット〕; バゼット・フラガ・マクレミッツ; マナナン・マク・リール,"Bazett Fraga McRemitz, Bazenan",16,1983,12835,1881,12825,14050,14050,16492,16513,Nabatame Hitomi,Hayashi Kewi,Sky,98,10%,0.80%,4%,25%,Neutral Good,Female,"Divinity, Hominidae Servant, Humanoid, Immune to Pigify, King, Living Human, Pseudo-Servant, Riding, Servant, Weak to Enuma Elish",6,3,2,5,Quick,EX,Counter,－
337,Trung Sisters,5-Star,Limited,Saber,徴姉妹,"Hai Ba Trung, Hai Bà Trưng, Trưng Trắc, Trưng Nhị",16,1838,11898,2089,14248,13024,15609,15288,18345,"Kondo Reina, Ito Kanae",Take,Man,100,10.20%,0.43%,3%,21%,Lawful Good,Female,"Divinity, Hominidae Servant, Humanoid, King, Riding, Servant, Seven Knights Servant, Stout Defender, Weak to Enuma Elish",3,4,3,5,Arts,B,Anti-Army,9
338,Taisui Xingjun,4-Star,Event-Obtain,Alter Ego,太歳星君,Taisai Seikun,12,1545,9271,1976,12350,11225,14974,13180,17599,"Minami Omi, Kawanishi Kengo",Take,Earth,98,9.80%,0.47%,4%,35%,Neutral Balanced,Male,"Child Servant, Demonic, Divinity, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant, Weak to Enuma Elish",4,3,3,4,Arts,A,Calamity,3
339,Super Bunyan,5-Star,Limited,Alter Ego,スーパーバニヤン,-,16,1784,11545,1985,13537,12638,14830,14834,17430,"Omigawa Chiaki, Takahashi Rie, Yonezawa Madoka",Riyo,Earth,97,9.90%,0.86%,4%,40%,Neutral Balanced,Female,"Fairy Tale Servant, Giant, Hominidae Servant, Humanoid, Servant, Weak to Enuma Elish",4,3,3,5,Buster,A,Anti-Army,3
340,Daikokuten,4-Star,Limited,Caster,大黒天,Caster of Learning with Manga,12,1438,8629,1901,11882,10448,14407,12267,16932,Takeda Hana,Riyo,Sky,51,10.70%,0.55%,3%,36%,Neutral Good,Female,"Animal Characteristics Servant, Demonic Beast Servant, Divinity, Fairy Tale Servant, Humanoid, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish, Wild Beast",5,3,3,5,Quick,A,Anti-Army,9
341,Mary Anning,1-Star,Event-Obtain,Lancer,メアリー・アニング,Lancer of Learning with Manga,3,1013,5574,1438,7194,8661,10090,10207,13042,Naganawa Maria,Riyo,Man,87,11.80%,0.41%,4%,36%,Neutral Balanced,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,5,Arts,B,Anti-Army,4
342,Constantine XI,5-Star,Limited,Rider,コンスタンティノス11世,"Constantine XI Dragases Palaiologos (コンスタンティノス11世パレオロゴス・ドラガセス?), Michael",16,1688,10923,2046,13953,11957,15286,14035,17965,Kamio Shinichiro,Kurahana Chinatsu,Man,198,8.90%,0.52%,3%,45%,Lawful Good,Male,"Hominidae Servant, Humanoid, King, Riding, Roman, Servant, Seven Knights Servant, Stout Defender, Weak to Enuma Elish",4,4,3,5,Buster,B+,Anti-Army (Self),－
343,Charlemagne,5-Star,Limited,Saber,シャルルマーニュ,Charles the Great (カール大帝?),16,1856,12015,2089,14248,13152,15609,15438,18345,Kimura Ryōhei,Wada Arco,Star,102,10%,0.48%,3%,21%,Lawful Good,Male,"Enuma Elish Nullification, Hominidae Servant, Humanoid, King, Loved One, Riding, Roman, Servant, Seven Knights Servant",4,3,5,5,Quick,EX,Anti-King (Self),12
344,Roland,4-Star,Non-Limited,Saber,ローラン,Orlando (オルランド?),12,1614,9687,1966,12293,11729,14905,13771,17518,Terashima Takuma,Sakamoto Mineji,Earth,100,10%,0.83%,3%,28%,Lawful Good,Male,"Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,2,3,5,Buster,A+,Anti-Unit,4
345,Kriemhild,4-Star,Story-locked,Berserker,クリームヒルト,Guðrún,12,1733,10400,1587,9922,12592,12030,14785,14139,Koga Aoi,Konoe Ototsugu,Earth,10,4.90%,0.53%,5%,39%,Chaotic Balanced,Female,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,3,5,Arts,A+,Anti-Unit,4
346,James Moriarty (Ruler),5-Star,Limited,Ruler,ジェームズ・モリアーティ,Young Moriarty,16,1615,10450,2183,14887,11439,16309,13427,19168,Itō Kento,Honjou Raita,Man,102,10%,0.37%,3%,24.50%,Chaotic Evil,Male,"Hominidae Servant, Humanoid, Servant, Weak to Enuma Elish",4,4,4,5,Arts,B++,Anti-Unit,4
347,Don Quixote,4-Star,Story-locked,Lancer,ドン・キホーテ,Sancho Panza (サンチョ・パンサ?),12,1440,8643,2019,12622,10465,15304,12287,17987,"Tobita Nobuo, Arai Satomi",Murayama Ryota,Earth,93,11.80%,0.71%,4%,32%,Lawful Good,Male,"Animal Characteristics Servant, Hominidae Servant, Humanoid, Loved One, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",5,3,2,5,Quick,D++,Anti-Giant,5
348,Zhang Jue,3-Star,Non-Limited,Caster,張角,Zhang Jiao,7,1252,6744,1711,9506,9127,12889,10720,15149,Chiba Shigeru,Kawaguchi Takeshi,Man,51,10.70%,0.61%,3%,34.50%,Chaotic Good,Male,"Hominidae Servant, Humanoid, Servant, Seven Knights Servant, Weak to Enuma Elish",4,3,3,4,Quick,A,Anti-Army,5
349,Kyokutei Bakin,5-Star,Limited,Rider,曲亭馬琴,"Takizawa Bakin (滝沢馬琴?), Tokimura Michi (土岐村路?), Fusehime (伏姫?), Yatsufusa (八房?)",16,1657,10723,2090,14256,11738,15618,13778,18355,"Serizawa Yū, Kawano Taketoshi",TAKOLEGS,Man,197,9%,0.41%,3%,33.70%,Lawful Balanced,Female,"Divinity, Hominidae Servant, Humanoid, Riding, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,2,6,Arts,A,Anti-Unit,4
350,Minamoto no Tametomo,5-Star,Non-Limited,Archer,源為朝,Chinzei Hachirō (鎮西八郎?),16,1926,12465,1959,13362,13645,14639,16016,17204,Nomura Kenji,Dd,Man,156,8%,0.56%,3%,40.50%,Neutral Balanced,Male,"Genji, Humanoid, Immune to Pigify, Loved One, Mechanical, Non-Hominidae Servant, Servant, Seven Knights Servant, Weak to Enuma Elish",3,3,4,5,Buster,B+,Anti-Warship,4
351,Archetype: Earth,5-Star,Limited,Moon Cancer,アーキタイプ：アース; アルクェイド・ブリュンスタッド,Arcueid Brunestud,16,1792,11601,2079,14175,12699,15529,14906,18258,Hasegawa Ikumi,Takeuchi Takashi,Star,50,15%,0.45%,3%,0.60%,Female,"Enuma Elish Nullification, Humanoid, Immune to Pigify, Non-Hominidae Servant, Servant",QAABB,4,3,5,Buster,EX,Anti-Army,4,None
352,Xu Fu,3-Star,Non-Limited,Alter Ego,徐福,Jofuku,7,1359,7318,1675,9310,9904,12623,11632,14837,Watada Misaki,TAKOLEGS,Man,100,9.80%,0.59%,4%,28.70%,Chaotic Balanced,Female,"Hominidae Servant, Humanoid, Servant, Weak to Enuma Elish",4,3,5,4,Arts,C++,Anti-Unit,－
353,Lady Avalon,5-Star,Limited,Pretender,レディ・アヴァロン,"LA, Merlin (Prototype)",16,1786,11556,2027,13822,12650,15143,14848,17796,Kawasumi Ayako,Taiki,Earth,102,19.80%,0.53%,3%,16.50%,Chaotic Good,Female,"Hominidae Servant, Humanoid, Round Table Knight, Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,4,5,Arts,A,Anti-Unit,－
354,Gareth (Saber),4-Star,Limited,Saber,ガレス,-,12,1353,8119,2205,13783,9830,16712,11542,19641,Kuwahara Yuuki,Nekotawawa,Earth,98,10.20%,0.82%,3%,31.50%,Lawful Summer,Female,"Hominidae Servant, Humanoid, Loved One, Riding, Round Table Knight, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,2,4,5,Buster,C+++,Anti-Unit / Anti-Army,4
355,Ibuki Dōji (Berserker),5-Star,Limited,Berserker,伊吹童子,-,16,2003,12961,1782,12150,14188,13311,16653,15644,Yūki Aoi,Honjou Raita,Sky,9,4.90%,0.38%,5%,32.50%,Chaotic Summer,Female,"Animal Characteristics Servant, Costume-Owning, Demonic, Demonic Beast Servant, Divine Spirit, Divinity, Dragon, Giant, Goddess Servant, Immune to Pigify, Levitating Servant, Non-Hominidae Servant, Oni, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",3,3,4,5,Arts,B+,Anti-Army,5
356,Utsumi Erice (Avenger),4-Star,Limited,Avenger,宇津見エリセ,-,12,1706,10239,1568,9801,12397,11883,14556,13966,Kitō Akari,NOCO,Man,29,6%,0.53%,5%,8%,Lawful Balanced,Female,"Child Servant, Divinity, Hominidae Servant, Humanoid, Living Human, Riding, Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,2,5,Arts,D,Anti-Unit,4
357,Scáthach-Skaði (Ruler),5-Star,Limited,Ruler,スカサハ＝スカディ,Skadi (Summer),16,1679,10868,2178,14850,11897,16269,13964,19120,Noto Mamiko,Koyama Hirokazu,Sky,102,9.80%,0.78%,3%,17.50%,Chaotic Summer,Female,"Costume-Owning, Divine Spirit, Divinity, Humanoid, Immune to Pigify, King, Non-Hominidae Servant, Servant, Summer Mode Servant, Weak to Enuma Elish",4,3,4,5,Quick,A,Anti-Summer,6
358,Wu Zetian (Caster),4-Star,Limited,Caster,武則天,-,12,1582,9492,1746,10914,11493,13233,13494,15553,Izawa Shiori,Harada Takehito,Man,52,10.70%,0.61%,3%,36%,Lawful Evil,Female,"Hominidae Servant, Humanoid, King, Servant, Seven Knights Servant, Summer Mode Servant, Weak to Enuma Elish",5,3,2,5,Buster,B,Anti-Army,5
